rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
32	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	3287	2	0	0	6	0	0	0	6	5	4	3.734018e-01	1.300000e-04	5.118500e-01	5.307160e-04	3.029725e-01
33	KIAA0664	KIAA0664	4030	16	0	0	4	0	1	1	6	6	6	2.884928e-04	1	1.280000e-01	5.642385e-04	3.123488e-01
34	MUC2	mucin 2, oligomeric mucus/gel-forming	8640	102	0	3	10	0	0	1	11	11	9	2.263616e-02	2.000000e-03	6.829000e-01	8.059703e-04	4.330431e-01
35	STAG2	stromal antigen 2	3939	96	0	1	1	4	0	2	7	7	7	1.083829e-04	1	7.340000e-01	1.097902e-03	5.730421e-01
36	BHMT	betaine-homocysteine methyltransferase	1249	52	0	0	1	0	1	1	3	3	3	2.187531e-03	1	3.600000e-02	1.225922e-03	6.220873e-01
37	WWP1	WW domain containing E3 ubiquitin protein ligase 1	2861	23	0	0	4	0	0	2	6	5	6	6.929689e-03	1.700000e-02	5.670000e-01	1.308117e-03	6.458560e-01
38	PRR12	proline rich 12	6164	76	0	1	6	0	0	0	6	6	6	3.248737e-04	1	3.730000e-01	1.428554e-03	6.745821e-01
39	FAM20C	family with sequence similarity 20, member C	873	1	0	1	2	1	1	0	4	4	4	1.465316e-04	1	5.750000e-01	1.440152e-03	6.745821e-01
40	CFC1	cripto, FRL-1, cryptic family 1	1388	3	0	0	0	0	0	4	4	2	4	7.503236e-04	1	4.300000e-02	1.635329e-03	7.468549e-01
41	ACSF2	acyl-CoA synthetase family member 2	2802	133	0	0	4	0	1	0	5	5	5	2.772645e-04	1	5.300000e-01	1.712442e-03	7.629975e-01
42	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3	14968	0	0	0	9	1	1	9	20	18	20	1.827007e-04	1	7.670000e-01	1.755327e-03	7.634835e-01
43	CASC5	cancer susceptibility candidate 5	7133	3	0	0	1	1	0	4	6	6	6	2.283064e-04	1	7.610000e-01	2.142615e-03	9.102626e-01
44	ACAA1	acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)	1610	124	0	0	3	0	0	1	4	4	4	1.334449e-03	1	1.290000e-01	2.219785e-03	9.216145e-01
45	PRTG	protogenin homolog (Gallus gallus)	3531	21	0	0	1	0	0	3	4	2	4	3.433117e-01	6.900000e-03	5.700000e-02	2.526778e-03	1
46	MYT1	myelin transcription factor 1	3448	17	0	0	6	0	0	0	6	6	6	2.253982e-03	1	9.100000e-02	2.584894e-03	1
47	MED16	mediator complex subunit 16	2694	2	0	0	3	0	0	0	3	3	1	3.021324e-01	1.000000e-03	9.999500e-01	2.750808e-03	1
48	RBM10	RNA binding motif protein 10	2882	345	0	0	4	0	0	0	4	4	3	3.793145e-02	7.900000e-03	9.979000e-01	2.761497e-03	1
49	SETDB1	SET domain, bifurcated 1	3960	11	0	0	2	0	0	3	5	4	5	1.035304e-01	1.030000e-02	1.676000e-01	3.068609e-03	1
50	KCNK5	potassium channel, subfamily K, member 5	1516	69	0	0	0	1	1	1	3	3	3	3.962694e-03	1	8.000000e-02	3.685962e-03	1
51	COL6A2	collagen, type VI, alpha 2	3494	16	0	2	1	0	1	3	5	4	5	9.034900e-03	1	2.100000e-02	3.791715e-03	1
52	FAM20A	family with sequence similarity 20, member A	1666	60	0	0	2	0	0	1	3	3	3	3.736459e-02	1.220000e-02	7.873000e-01	3.962847e-03	1
53	GPATCH8	G patch domain containing 8	4539	3	0	0	0	2	0	2	4	3	4	4.626363e-04	1	6.780000e-01	4.015021e-03	1
54	PITRM1	pitrilysin metallopeptidase 1	3220	12	0	0	3	0	1	0	4	4	4	1.385714e-03	1	3.320000e-01	4.037768e-03	1
55	DAZAP1	DAZ associated protein 1	1361	226	0	0	2	0	0	2	4	4	4	4.137276e-03	1	7.800000e-02	4.084142e-03	1
56	TRIOBP	TRIO and F-actin binding protein	7486	11	0	0	3	0	0	0	3	3	3	1.726877e-01	2.100000e-03	8.390000e-01	4.174957e-03	1
57	EP400	E1A binding protein p400	9577	9	0	3	4	0	0	1	5	5	4	2.125733e-01	6.100000e-03	2.084000e-01	4.377695e-03	1
58	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2952	50	0	0	1	1	1	2	5	5	5	1.213580e-03	1	3.970000e-01	4.410893e-03	1
59	LGR4	leucine-rich repeat-containing G protein-coupled receptor 4	2924	4	0	0	0	0	1	3	4	4	4	1.234792e-03	1	3.030000e-01	4.478920e-03	1
60	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	1846	30	0	0	3	1	0	0	4	4	4	1.335394e-03	1	3.930000e-01	4.538807e-03	1
61	NXF1	nuclear RNA export factor 1	2112	40	0	0	3	0	0	1	4	3	4	3.190138e-02	1.600000e-02	3.330000e-01	4.859371e-03	1
62	FAT1	FAT tumor suppressor homolog 1 (Drosophila)	13871	9	0	3	7	1	0	5	13	12	13	1.995219e-02	2.100000e-02	7.500000e-01	5.040507e-03	1
63	C14orf49	chromosome 14 open reading frame 49	2994	74	0	0	4	0	0	0	4	4	3	6.054047e-02	9.100000e-03	9.242000e-01	5.046331e-03	1
64	C1orf107	chromosome 1 open reading frame 107	2317	5	0	0	1	1	0	2	4	4	4	6.054676e-04	1	8.970000e-01	5.091685e-03	1
65	FOXK2	forkhead box K2	2015	10	0	0	2	0	0	1	3	3	2	7.028380e-02	8.700000e-03	6.890000e-01	5.136124e-03	1
66	GBF1	golgi-specific brefeldin A resistance factor 1	5736	14	0	0	7	0	0	1	8	8	8	2.258707e-03	1	2.530000e-01	5.473461e-03	1
67	THUMPD2	THUMP domain containing 2	1550	660	0	0	0	0	1	2	3	2	3	3.315922e-01	8.700000e-03	1.730000e-02	5.516672e-03	1
68	MPND	MPN domain containing	1558	21	0	0	1	0	0	3	4	2	4	3.373895e-02	1.800000e-02	4.700000e-01	5.601425e-03	1
69	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	5189	114	0	1	10	1	0	0	11	10	11	1.345195e-03	1	3.550000e-01	5.693417e-03	1
70	PCDHB16	protocadherin beta 16	4322	18	0	0	2	0	0	0	2	2	1	6.878370e-02	1.360000e-02	8.421000e-01	5.696637e-03	1
71	DOCK2	dedicator of cytokinesis 2	5699	1	0	1	3	0	0	2	5	3	5	5.626469e-01	6.150000e-03	1.855500e-01	6.215402e-03	1
72	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	2254	1	3	1	5	0	2	5	12	10	12	7.741336e-04	1	6.670000e-01	6.319846e-03	1
73	EME2	essential meiotic endonuclease 1 homolog 2 (S. pombe)	1550	56	0	0	2	0	1	0	3	3	3	4.346185e-03	1	1.600000e-01	6.564507e-03	1
74	PRIC285	helicase with zinc finger 2, transcriptional coactivator	8043	144	0	2	10	0	0	1	11	10	11	8.118570e-04	1	9.050000e-01	6.589182e-03	1
75	MYBL2	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	2155	21	0	2	1	1	0	0	2	2	2	4.631111e-02	1	1.000000e-02	6.710775e-03	1
76	ACY1	aminoacylase 1	1489	89	0	1	1	0	1	1	3	3	3	5.355797e-03	1	1.390000e-01	6.757120e-03	1
77	UNC13A	unc-13 homolog A (C. elegans)	5276	21	0	1	7	0	0	0	7	7	7	8.710970e-04	1	7.090000e-01	7.008635e-03	1
78	URGCP	upregulator of cell proliferation	2818	9	0	0	3	0	0	1	4	4	4	2.489324e-02	1	1.600000e-02	7.532856e-03	1
79	CCDC13	coiled-coil domain containing 13	2208	31	0	0	3	0	0	1	4	3	3	9.469898e-02	8.400000e-03	4.066000e-01	7.540143e-03	1
80	RTL1	retrotransposon-like 1	4081	8	0	1	0	0	0	3	3	2	3	3.813420e-03	1	2.240000e-01	7.610954e-03	1
81	CREG1	cellular repressor of E1A-stimulated genes 1	677	49	0	0	2	0	0	0	2	2	2	3.270289e-02	1	1.000000e-02	7.686227e-03	1
82	ERRFI1	ERBB receptor feedback inhibitor 1	1401	45	0	0	0	0	0	3	3	3	3	9.803314e-04	1	8.210000e-01	7.771694e-03	1
83	ASPRV1	aspartic peptidase, retroviral-like 1	1032	324	0	0	1	0	0	1	2	2	2	1.008546e-01	1.000000e-02	5.307000e-01	7.966751e-03	1
84	WWTR1	WW domain containing transcription regulator 1	1227	26	0	0	2	0	0	0	2	2	2	3.364662e-02	1	1.000000e-02	8.065389e-03	1
85	RTKN	rhotekin	1810	93	0	1	3	0	0	0	3	3	3	5.478201e-02	1	2.800000e-03	8.076172e-03	1
86	COL18A1	collagen, type XVIII, alpha 1	5536	126	0	1	4	0	1	0	5	5	5	1.087954e-03	1	8.930000e-01	8.511562e-03	1
87	DIP2B	DIP2 disco-interacting protein 2 homolog B (Drosophila)	4879	6	0	0	5	1	0	0	6	6	5	9.546786e-02	1.160000e-02	7.405000e-01	8.644262e-03	1
88	CYP2C18	cytochrome P450, family 2, subfamily C, polypeptide 18	1505	100	0	1	0	0	0	3	3	1	3	4.712840e-01	6.200000e-03	1.034000e-01	8.804996e-03	1
89	KRTAP5-4	keratin associated protein 5-4	689	1000	0	0	1	0	0	2	3	3	3	2.175246e-02	1	2.600000e-02	8.805312e-03	1
90	ATXN7L2	ataxin 7-like 2	2211	23	0	0	5	0	0	0	5	5	5	1.136709e-03	1	8.080000e-01	8.843165e-03	1
91	SMC6	structural maintenance of chromosomes 6	3380	49	0	0	3	2	0	1	6	6	6	4.116910e-03	1	2.540000e-01	8.895962e-03	1
92	FBXO47	F-box protein 47	1399	238	0	0	2	0	0	0	2	2	1	1.146479e-01	1.000000e-02	5.373000e-01	8.909358e-03	1
93	PTPRM	protein tyrosine phosphatase, receptor type, M	4526	36	0	1	1	2	2	1	6	5	6	1.170710e-03	1	4.590000e-01	9.073171e-03	1
94	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	1956	117	0	1	4	0	0	0	4	4	3	2.252699e-02	4.400000e-02	9.570000e-01	9.229686e-03	1
95	CHTF18	CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)	3018	17	0	0	2	0	0	1	3	3	3	9.237200e-03	1	1.020000e-01	9.276143e-03	1
96	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	2021	88	0	1	4	0	0	1	5	5	5	4.715337e-03	1	2.310000e-01	9.318427e-03	1
97	CACNA1B	calcium channel, voltage-dependent, N type, alpha 1B subunit	7200	189	0	2	2	1	1	0	4	4	3	1.104700e-01	1.170000e-02	9.361000e-01	9.889143e-03	1
98	IL1RL2	interleukin 1 receptor-like 2	1772	109	0	0	3	1	0	0	4	4	4	3.104636e-03	1	3.670000e-01	9.965233e-03	1
99	SLC10A4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4	1322	111	0	0	2	0	1	1	4	4	4	1.335909e-03	1	7.980000e-01	1.017715e-02	1
100	NIPBL	Nipped-B homolog (Drosophila)	8642	7	0	0	2	0	0	6	8	8	8	1.362216e-03	1	5.820000e-01	1.035099e-02	1
101	SLC6A13	solute carrier family 6 (neurotransmitter transporter, GABA), member 13	1865	125	0	0	4	0	0	0	4	4	4	3.465097e-03	1	2.810000e-01	1.043953e-02	1
102	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	3893	61	0	1	3	0	0	0	3	3	2	3.501506e-01	4.100000e-03	5.316000e-01	1.083340e-02	1
103	NAT8	N-acetyltransferase 8	688	94	0	0	2	0	0	0	2	2	2	1.330884e-02	1	6.700000e-02	1.084477e-02	1
104	VCX2	variable charge, X-linked 2	426	1	0	0	0	0	0	1	1	1	1	1.094040e-02	NaN	NaN	1.094040e-02	1
105	C8orf80	chromosome 8 open reading frame 80	2463	284	0	0	4	0	0	1	5	4	5	3.884314e-02	3.100000e-02	3.780000e-01	1.109744e-02	1
106	TMIE	transmembrane inner ear	483	18	0	0	2	0	0	0	2	2	1	9.578420e-02	1.600000e-02	9.450000e-01	1.146472e-02	1
107	TXNIP	thioredoxin interacting protein	1204	160	0	0	1	0	0	2	3	3	3	4.163394e-03	1	3.300000e-01	1.178500e-02	1
108	GNL2	guanine nucleotide binding protein-like 2 (nucleolar)	2258	37	0	0	2	0	0	1	3	3	3	2.147838e-02	1	5.600000e-02	1.183213e-02	1
109	C12orf24	chromosome 12 open reading frame 24	847	386	0	0	2	0	0	0	2	2	1	1.589915e-01	1.000000e-02	4.156000e-01	1.183545e-02	1
110	KRT10	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	1789	5	0	0	3	0	0	0	3	2	2	1.966590e-01	6.800000e-03	9.994000e-01	1.198149e-02	1
111	FAM91A1	family with sequence similarity 91, member A1	2611	56	0	0	1	2	1	0	4	4	4	1.629615e-03	1	6.660000e-01	1.209078e-02	1
112	MFHAS1	malignant fibrous histiocytoma amplified sequence 1	3167	103	0	1	3	0	1	0	4	4	4	6.315466e-03	1	2.560000e-01	1.237254e-02	1
113	MSH3	mutS homolog 3 (E. coli)	3543	4	0	1	3	0	1	1	5	5	4	1.315786e-01	1.080000e-02	9.941000e-01	1.252430e-02	1
114	PEBP1	phosphatidylethanolamine binding protein 1	576	480	0	0	3	0	0	0	3	3	3	5.023868e-02	3.400000e-02	6.330000e-01	1.259285e-02	1
115	OR10C1	olfactory receptor, family 10, subfamily C, member 1	938	309	0	0	2	0	0	0	2	2	2	6.590478e-02	1	1.900000e-02	1.262731e-02	1
116	CAMK2N1	calcium/calmodulin-dependent protein kinase II inhibitor 1	241	2	0	0	0	0	0	1	1	1	1	1.274256e-02	NaN	NaN	1.274256e-02	1
117	ITGB4	integrin, beta 4	5790	3	0	0	2	1	0	1	4	4	4	3.278420e-02	1	3.700000e-02	1.278025e-02	1
118	CNNM4	cyclin M4	2354	82	0	0	4	1	0	0	5	5	5	1.800959e-03	1	8.380000e-01	1.318201e-02	1
119	ARID1A	AT rich interactive domain 1A (SWI-like)	6934	7	0	1	4	2	0	2	8	8	8	1.900848e-03	1	6.460000e-01	1.381053e-02	1
120	CCDC116	coiled-coil domain containing 116	1906	25	0	0	1	1	0	0	2	2	2	1.944475e-01	1	1.000000e-02	1.408337e-02	1
121	C17orf104	chromosome 17 open reading frame 104	2887	122	0	0	4	0	0	0	4	4	4	5.378445e-03	1	2.590000e-01	1.419976e-02	1
122	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	3331	29	0	1	4	0	0	1	5	4	5	1.382810e-01	1.420000e-02	8.009000e-01	1.420261e-02	1
123	GPR155	G protein-coupled receptor 155	2673	38	0	1	3	0	0	1	4	4	4	3.876031e-03	1	3.390000e-01	1.464590e-02	1
124	PALB2	partner and localizer of BRCA2	3726	37	0	0	3	0	0	1	4	4	4	4.094860e-02	1	4.300000e-02	1.497653e-02	1
125	EIF2AK1	eukaryotic translation initiation factor 2-alpha kinase 1	2226	115	0	0	3	0	0	2	5	3	5	8.725508e-02	1.700000e-02	8.370000e-01	1.501197e-02	1
126	SLC25A12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	2107	1	0	0	0	0	1	2	3	3	3	2.096899e-03	1	4.930000e-01	1.502909e-02	1
127	GAA	glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II)	3006	12	0	0	0	0	1	1	2	2	2	4.803379e-02	1	4.400000e-02	1.513133e-02	1
128	MIA3	melanoma inhibitory activity family, member 3	5834	30	0	0	1	0	0	1	2	2	2	8.877454e-02	1	1.900000e-02	1.523660e-02	1
129	EDDM3A	epididymal protein 3A	448	289	0	0	1	0	0	1	2	1	2	2.137895e-01	1.000000e-02	6.653000e-01	1.528153e-02	1
130	DNAJC25-GNG10		939	3	0	0	0	0	1	0	1	1	1	1.531960e-02	NaN	NaN	1.531960e-02	1
131	ZNF771	zinc finger protein 771	966	25	0	0	1	0	0	0	1	1	1	1.535653e-02	NaN	NaN	1.535653e-02	1
132	ASIP	agouti signaling protein, nonagouti homolog (mouse)	409	34	0	0	0	0	2	0	2	2	1	8.353645e-03	2.670000e-01	7.260000e-01	1.584842e-02	1
133	BAIAP3	BAI1-associated protein 3	3696	3	0	0	0	1	0	1	2	1	2	2.231339e-01	1.000000e-02	5.962000e-01	1.585400e-02	1
134	KIAA1549	KIAA1549	5931	15	0	0	3	0	0	0	3	3	3	6.200111e-02	1	2.200000e-02	1.585829e-02	1
135	VAV1	vav 1 guanine nucleotide exchange factor	2644	18	0	0	3	0	0	0	3	3	3	2.352049e-02	1	7.400000e-02	1.601642e-02	1
136	FLT4	fms-related tyrosine kinase 4	4216	22	0	0	2	1	0	1	4	4	4	2.272089e-03	1	9.560000e-01	1.610242e-02	1
137	MBLAC1	metallo-beta-lactamase domain containing 1	852	210	0	0	2	0	0	0	2	2	2	3.714548e-02	1	2.800000e-02	1.629049e-02	1
138	FLJ46321	family with sequence similarity 75, member D1	4747	155	0	2	7	0	0	1	8	8	7	4.787558e-02	3.900000e-02	9.950000e-01	1.655055e-02	1
139	CD109	CD109 molecule	4466	7	0	0	1	0	0	1	2	2	2	9.076171e-02	1	2.400000e-02	1.663468e-02	1
140	SASS6	spindle assembly 6 homolog (C. elegans)	2174	31	0	1	3	0	0	0	3	3	3	3.288026e-01	1	1.200000e-03	1.707717e-02	1
141	PODXL	podocalyxin-like	1709	7	0	1	2	0	0	0	2	2	1	2.524493e-01	1.000000e-02	4.935500e-01	1.762529e-02	1
142	CDC42BPG	CDC42 binding protein kinase gamma (DMPK-like)	4800	5	0	0	1	0	1	1	3	3	3	2.530549e-03	1	8.490000e-01	1.766151e-02	1
143	ARID5A	AT rich interactive domain 5A (MRF1-like)	1811	151	0	1	2	0	0	0	2	2	2	2.572768e-01	1	1.000000e-02	1.791360e-02	1
144	SOLH	small optic lobes homolog (Drosophila)	3305	100	0	0	2	0	1	0	3	3	3	2.588200e-03	1	4.500000e-01	1.800557e-02	1
145	C4orf35	chromosome 4 open reading frame 35	1190	14	0	0	0	0	0	1	1	1	1	1.815157e-02	NaN	NaN	1.815157e-02	1
146	ZNF534	zinc finger protein 534	2037	55	0	0	2	0	0	0	2	2	2	1.012889e-01	1	2.100000e-02	1.827508e-02	1
147	SCAMP2	secretory carrier membrane protein 2	1024	24	0	1	2	0	0	1	3	3	3	5.200189e-03	1	4.730000e-01	1.847791e-02	1
148	C6orf126	chromosome 6 open reading frame 126	315	16	0	0	1	0	0	0	1	1	1	1.875198e-02	NaN	NaN	1.875198e-02	1
149	CCDC64B	coiled-coil domain containing 64B	1561	366	0	0	3	0	1	0	4	4	4	5.183673e-03	1	4.990000e-01	1.888762e-02	1
150	MTMR14	myotubularin related protein 14	2025	29	0	0	0	0	0	3	3	2	3	9.154330e-02	1	1.900000e-02	1.894260e-02	1
151	MYO1H	myosin IH	3189	79	0	0	3	0	0	1	4	4	4	9.436461e-03	1	2.800000e-01	1.927423e-02	1
152	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	1171	706	0	0	2	0	0	1	3	3	3	4.578854e-02	1	4.100000e-02	1.948711e-02	1
153	KLF6	Kruppel-like factor 6	864	34	0	0	2	0	0	1	3	3	3	1.188528e-02	1	1.730000e-01	1.949703e-02	1
154	PRAMEF12	PRAME family member 12	1462	60	0	0	2	1	0	0	3	3	3	1.110288e-02	1	2.180000e-01	1.950732e-02	1
155	ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	814	223	0	0	1	0	0	1	2	2	2	4.724633e-02	1	1.800000e-02	1.973975e-02	1
156	WDR81	WD repeat domain 81	5924	18	0	1	5	0	0	3	8	8	8	2.886798e-03	1	7.600000e-01	1.976766e-02	1
157	BOD1L		9256	7	0	1	6	0	0	2	8	8	8	5.210415e-03	1	4.870000e-01	1.988813e-02	1
158	MPRIP	myosin phosphatase Rho interacting protein	3246	10	0	0	4	0	1	1	6	6	6	2.978346e-03	1	6.420000e-01	2.030156e-02	1
159	ZMYM6	zinc finger, MYM-type 6	4038	44	0	2	2	1	0	1	4	4	4	2.995370e-03	1	7.410000e-01	2.040053e-02	1
160	FAM128B	family with sequence similarity 128, member B	487	7	0	0	0	0	0	1	1	1	1	2.042501e-02	NaN	NaN	2.042501e-02	1
161	SYNPO2	synaptopodin 2	3910	14	0	0	4	0	0	1	5	4	5	7.317088e-01	1.510000e-02	1.180000e-01	2.042747e-02	1
162	TTYH1	tweety homolog 1 (Drosophila)	1483	68	0	0	1	0	2	0	3	3	3	3.020827e-03	1	4.800000e-01	2.054834e-02	1
163	F12	coagulation factor XII (Hageman factor)	1902	9	0	2	4	0	0	2	6	6	6	3.045422e-03	1	5.840000e-01	2.069095e-02	1
164	ABR	active BCR-related gene	2807	19	0	0	2	1	0	0	3	3	3	4.886795e-03	1	4.550000e-01	2.077037e-02	1
165	KRTAP5-8	keratin associated protein 5-8	566	10	0	1	3	0	0	0	3	3	2	1.397685e-01	2.100000e-02	7.780000e-01	2.086164e-02	1
166	CEP135	centrosomal protein 135kDa	3523	39	0	0	3	1	1	1	6	6	6	9.124875e-03	1	3.130000e-01	2.091543e-02	1
167	F13A1	coagulation factor XIII, A1 polypeptide	2255	35	0	0	1	0	0	1	2	2	2	3.100897e-01	1	1.000000e-02	2.101187e-02	1
168	GRAMD1A	GRAM domain containing 1A	2251	29	0	0	4	0	0	1	5	5	5	2.168213e-02	1	1.240000e-01	2.113500e-02	1
169	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	6246	5	0	2	0	0	1	0	1	1	1	2.125582e-02	NaN	NaN	2.125582e-02	1
170	MT1H	metallothionein 1H	388	7	0	0	0	0	0	1	1	1	1	2.136434e-02	NaN	NaN	2.136434e-02	1
171	KIAA1462	KIAA1462	4092	26	0	0	2	1	0	0	3	3	3	3.207077e-03	1	4.940000e-01	2.162338e-02	1
172	PIPOX	pipecolic acid oxidase	1201	2	0	0	1	0	0	2	3	3	3	7.480045e-03	1	2.910000e-01	2.171994e-02	1
173	CROCC	ciliary rootlet coiled-coil, rootletin	6200	40	0	1	2	0	0	1	3	3	3	8.081485e-02	1	3.100000e-02	2.176981e-02	1
